Result Matrix: 
59819	60304	56305	60981	55910	69124	57599	63028	50474	61751	60111	56475	56553	56691	61783	66963	59181	59696	67377	65399	53311	60312	68776	62931	62964	63408	60111	65326	62674	62257	61947	60023	63553	65077	60917	59160	58839	66345	55894	53140	61677	63854	60853	59489	61586	69301	72574	70853	52223	62898	64478	59608	56306	61764	56515	61184	59930	65126	61514	64667	54174	63707	61295	60479	55543	62122	59668	66852	59014	55575	57881	67684	60238	56864	59590	64755	67037	63466	54142	54464	61131	55408	60651	61179	63158	64552	66430	54792	63530	63328	61500	67592	60636	57785	62385	56530	55028	65491	68042	66870	
55933	57350	60863	62255	53227	69245	55758	63031	51717	61152	56923	53071	65033	54207	62183	67999	58377	57500	63936	62106	54607	60670	68950	63875	61728	61687	61986	61104	60168	63276	54919	58335	58370	58556	60309	59615	53389	62941	53832	56718	58887	69704	59251	59222	63045	69513	70285	70064	54342	56803	65139	55042	56729	60393	58405	58874	58225	66899	57495	66946	56830	61439	57225	56128	58288	64641	61894	64206	56621	55552	59203	68135	60145	61325	60466	61803	68104	61313	51696	59739	58072	61066	58993	62691	57843	61464	63741	56953	57040	63313	62642	64043	55530	56256	62185	56909	58748	62331	69886	64159	
56655	61398	52689	60810	50520	60609	59025	61036	52596	63017	60099	59678	58114	51756	60852	64534	58687	55534	65195	61021	52482	59868	66397	63894	61026	58950	61038	60458	58699	64360	56298	58399	60679	58659	58206	56227	51634	64277	52857	56019	55354	59715	60350	56111	58745	65898	68631	68445	55004	60115	57031	54870	57537	58683	56224	57628	55590	61037	60375	62051	51775	62998	58689	57678	58492	59396	61709	61017	60590	54839	53498	68718	59562	56012	58944	58850	68004	60147	49058	50004	58893	54070	59946	58369	59611	59082	62671	57575	59110	63873	58720	61309	57366	54709	62548	55079	57046	63677	64383	61070	
54848	58949	54449	57157	54176	62486	54902	57452	49157	59114	57827	56117	59443	51858	62469	66406	58294	57055	60003	59095	54788	56316	64499	61529	61996	62383	54135	58876	57818	62924	53495	55839	58366	58550	60283	55156	49883	58927	52181	53057	55740	62233	60348	55283	61491	64736	66975	64606	51105	58649	55173	54298	50803	57677	56004	56030	56536	56842	53828	66345	51220	63248	54695	56161	57453	58718	59682	57990	55750	57361	50138	64858	61482	59548	57476	55484	63963	63066	45639	57239	57174	53724	56471	58291	56301	59622	60931	55908	54582	57808	60159	60183	55539	50670	59489	56318	54334	64805	62728	58537	
57400	56323	60088	59798	55454	64472	53126	55079	51617	58095	56368	51066	58966	52380	64537	69189	62601	59043	62722	65337	56997	59528	66410	63768	62300	57889	62482	62827	57748	67665	58927	55089	60461	54714	62618	58902	55156	64628	54537	50706	56284	61417	58668	57911	70008	65599	62473	66324	54627	53054	57988	52142	54186	59490	59072	59428	54868	61496	57132	60870	53125	61255	56257	52110	58106	64080	62745	61597	55334	54677	58695	61503	67346	57222	62940	60893	63548	63089	49448	56743	57407	61059	58252	63150	59775	62516	61714	54286	56391	62090	62478	65071	58704	50706	62121	58724	59004	63238	61693	59749	
54656	58116	56648	56284	53053	64247	58029	54340	47670	61378	50831	52384	55683	51616	59119	63928	54319	55667	57894	56206	49748	58443	63353	58575	56849	58165	58239	52248	53840	61344	53998	56434	52835	53609	57275	54443	50755	60423	47504	49284	54055	59821	59376	56555	62997	62343	60025	67407	53303	52259	55287	53536	53912	56978	56203	53089	58052	59448	54569	61719	52786	59700	52051	53258	58788	55450	54561	59322	53278	58027	53685	62280	57926	50987	57892	58794	62934	61478	46140	56144	56938	55537	53180	55676	55635	55827	57551	53645	49570	61818	57943	58733	56172	47749	58739	49912	54828	63589	59600	58081	
63840	61710	58005	63177	60126	71984	58438	62013	54605	63323	59194	58729	60665	57245	58721	73555	58087	60395	65614	67085	57580	61273	67533	67890	64384	61810	62904	64032	61049	67958	61454	60870	62887	63550	64148	59742	54899	70768	60068	58248	61189	67604	60810	58427	63680	68841	71100	75173	55714	63274	61495	59756	58246	61455	57128	60409	60619	61295	64659	62788	55846	66715	62028	58558	57061	60051	61810	66934	61692	56922	56626	67117	63789	59873	62896	67148	65064	64359	56843	57471	67274	58444	65844	61949	65347	61783	65312	60287	61219	64704	62727	65588	59653	57986	65632	57069	60193	66473	64951	63931	
53497	63082	62476	65728	56227	71818	60315	62620	49856	63495	57148	54818	61866	56786	61608	66845	61395	61111	67598	65309	56774	59651	69809	65718	62422	63791	63678	62641	62435	69987	58625	58115	60628	60359	65720	62365	57969	68073	57674	58407	59099	66459	63665	59765	67122	67791	72165	72570	56420	59595	65003	64281	62208	60374	58296	59213	57974	60033	60396	64116	56511	63482	63079	61067	59265	62999	62416	64653	61849	59191	60242	70399	64853	58014	61419	62603	66838	64587	54853	59044	64527	56286	60617	62437	64268	68318	64527	56232	58391	64465	64686	68392	62512	55530	66556	57237	55029	63223	66954	62728	
56951	56737	54385	57811	50947	63359	56808	57478	50677	58581	52748	51898	58118	49691	60725	63593	56208	57333	58672	61298	53144	52688	63206	59054	59298	59239	59035	55942	58116	61826	54623	56694	55777	56850	58082	54307	50601	60857	51944	50450	57616	64704	55060	55027	55989	63703	65047	66100	52986	56085	59088	53461	52369	58721	57221	57808	57391	56351	52875	61886	50198	61420	57834	56275	54572	56711	60093	63243	53633	53788	57296	64937	57444	55999	54418	59320	65750	59288	45370	53800	56013	54544	55722	56815	52114	61237	63071	54775	53932	61125	59739	61790	53863	50516	58253	50984	54638	60956	59810	58477	
62288	65699	65881	66881	62160	73375	61486	65905	54074	67248	61083	59906	65896	60452	66657	75338	63782	64773	67476	66456	55167	65887	71548	70486	65992	65343	68245	63349	63194	73062	62775	62990	62796	59918	64472	67145	60548	67180	58622	55279	58635	66399	66975	64586	70225	72817	69882	71688	55882	61425	61476	60417	60065	65981	64249	62968	64980	68755	63647	67425	55081	68279	65898	63889	60858	68337	64059	66411	61280	64404	60067	67791	70891	63140	65953	68225	69822	68743	56469	61306	63236	61636	61073	70635	64806	69553	68932	64721	61788	68853	66663	66428	63494	56942	69613	59299	56246	66699	70609	65912	
58276	64016	58919	59440	58686	64578	55300	59415	53580	59981	58012	55439	62617	56276	58431	64947	58069	62103	64085	64024	55262	59561	68343	64438	62992	58901	64689	58825	60291	67289	55976	56408	59690	59438	59740	62073	54395	63647	56072	53097	58407	62884	60884	57617	64586	68130	64579	65585	56734	58129	62088	56728	53624	58151	59002	57247	59644	62595	56925	64673	53646	63851	60265	59552	54494	64082	58210	63589	56671	59896	55981	65278	62824	56063	58419	66867	63882	59602	49184	57742	60035	59956	55104	62126	59224	63682	65757	52573	58542	59902	59851	66459	56016	52383	62813	57126	59347	63529	65060	63916	
50544	57640	51314	60195	52904	63197	52886	59062	53907	57072	56844	51964	59272	52283	59455	62637	55634	56204	63243	59593	52467	58561	62950	57621	53883	59325	55480	58641	54427	62882	57655	55870	56978	58477	58469	55211	50591	59269	52711	50783	57282	58108	55353	55242	61528	63706	63513	65031	50816	56090	56582	52693	50557	57909	52945	56400	56382	58724	55317	58702	56487	58283	53253	51688	54135	58926	57987	60594	54444	54481	55819	57493	56336	53148	59257	58337	63264	55095	52372	55072	53064	58368	57545	56373	52621	60728	58260	49809	56645	58591	55942	61865	55106	50938	60625	53762	56436	62700	59829	58715	
56746	61943	60615	60531	58170	66096	58055	62041	52939	62921	55039	54511	59612	53846	62544	70137	60173	56641	64295	64411	49533	60617	66746	64991	63047	60862	64699	59224	63198	66625	54751	58031	61123	61241	59964	58207	53509	64695	59103	57292	56968	61865	60141	60915	63799	69620	67784	73062	53976	56999	60525	56555	57652	60681	59418	60291	60380	63648	61906	62560	54313	62564	60739	59741	59044	60311	61282	63118	57805	57797	56792	66405	64080	58689	65211	61085	68395	62950	55137	57704	57775	58167	59224	60778	62648	63874	62953	57193	57525	65145	62393	65786	57794	51382	64298	57448	51339	64106	68455	61781	
52683	56458	52840	54945	50412	57784	53120	54258	43497	57288	50798	50810	54704	46237	56402	61602	52537	52455	58345	57448	45262	53959	60983	61515	53928	60458	53087	56483	54290	59027	53691	54478	51144	54546	55502	51364	49618	60674	50322	48174	48895	57397	55054	52820	56517	57859	60543	61879	49611	49922	54953	51275	52116	53524	53820	49192	53996	56970	51955	56867	47122	58532	52758	54236	51241	54571	54948	57527	57428	53090	54323	62448	56891	50328	52090	57237	62838	57052	44524	47603	59559	52767	53560	53857	53874	55729	59330	49287	52477	58296	55633	56443	55475	52019	56166	48884	51995	58313	60829	53581	
62816	64471	65927	66699	59316	77267	62577	66088	59499	65868	63437	62885	65230	57364	67938	75795	66957	63894	68284	72463	62752	64405	73705	70778	67072	71383	67957	66300	64875	71650	61429	67442	64228	67693	68109	65596	56949	72659	61448	59731	64627	67368	67567	62428	72822	75378	73272	73947	63104	63084	68262	62188	63023	66682	65628	60933	65318	63142	67780	68832	63278	67473	63947	62939	64415	67847	67269	69517	64218	58827	64209	74061	67693	63723	63654	66228	75563	70431	56224	63138	65015	58696	66994	62124	64149	70066	71435	60872	65137	67762	67713	69538	60945	61424	71286	60034	59068	70814	72338	67233	
61080	66743	64476	65517	60414	68803	61434	63609	54517	66394	60019	57814	63174	58621	66913	71460	63412	66316	66901	67505	58440	63818	70251	68893	63952	67138	66792	64520	62784	67248	57861	60749	62702	62943	68594	61945	57780	71614	63454	60200	59943	67847	64529	60907	70414	73880	73876	69587	60715	65164	65309	61262	57733	67926	64804	62274	60884	67626	61394	70933	60111	66491	60273	60594	61868	67304	61990	70167	61814	63411	60168	68553	66177	60571	65640	68553	73176	69734	56976	62468	64434	63223	61240	63807	61929	63841	68549	59838	60623	63079	64459	70474	63879	57027	67098	60934	60197	70144	71003	64733	
52029	54421	54493	52531	49051	62647	49626	51088	46276	53097	51519	49319	55002	48898	56457	61281	48648	51438	53507	51752	48507	53094	58810	56849	54391	51816	51554	51945	52117	56544	51502	51231	55656	53143	49984	53718	50505	56467	47243	47838	53617	56765	54223	52983	60005	59668	62277	60654	46580	52094	55640	51342	53387	54057	55091	54182	51472	58049	53275	55128	48979	54334	51324	48966	50422	55598	51422	58575	50419	54028	49016	57525	53085	51368	53925	53091	57202	57611	49557	48180	51859	48033	52900	53969	54942	57761	57401	48632	55094	54421	52773	59270	53736	51966	57028	47558	46136	56064	57120	56228	
59686	67013	65474	62760	61533	71480	61864	63663	56098	67852	59267	58902	63840	59294	67735	74301	65837	65320	65996	72449	60160	61773	67138	69907	65420	67508	68778	61979	65195	73694	63330	63948	65557	65861	67125	62181	63545	70584	61750	56553	61305	65633	65129	62841	70547	71256	74997	73628	57678	61646	66549	62022	62656	64737	64431	60141	61859	66303	63663	68050	60637	65138	62282	64016	63563	66602	63229	68059	60146	62115	66417	73248	71055	61252	64258	69519	71555	69764	61665	63124	66510	63421	63858	69484	67188	66284	72138	57016	64479	66332	67452	70961	63254	61082	67952	62067	59632	67935	70608	68192	
57166	62088	62731	62261	57218	70546	57235	59528	52754	63640	54460	56061	58595	58642	62250	71172	60130	58107	64137	63318	54512	62543	65575	66308	64902	61773	67353	65930	62180	68609	56948	57244	60688	61057	65146	59164	52986	71234	58463	54572	56298	66294	68944	64936	67798	69346	68033	70644	52921	59760	59595	60272	58014	60166	60245	60596	60042	65150	58764	60387	54259	62115	60389	62224	59821	62540	58793	63090	56262	59718	58847	65140	65473	58127	61222	67033	69798	65646	54600	59818	62651	60877	58451	62599	61177	63378	65448	57681	58760	65549	64189	61616	58613	56794	64772	56607	60024	65425	64328	66412	
55976	60762	54512	61759	55636	66291	55894	60675	50178	60062	52836	55916	60883	49532	60104	67613	60264	58168	64804	62448	54777	58034	66398	61546	61634	60262	59315	64137	55663	64551	56611	54895	58496	62666	61038	57236	50847	64764	54572	55838	61034	62488	62515	59334	60279	65250	68275	70486	58063	57002	62539	58392	56228	59386	55686	61098	58708	59228	56842	59545	53993	60240	60010	58803	55460	61427	63737	62421	59690	57295	57035	66279	61205	61542	55638	59116	68584	63750	50512	59382	58260	57904	58845	59836	59205	63842	62891	54785	58761	63190	62733	61912	57871	54614	65216	54558	57711	64307	65612	60239	
59912	67846	59263	67176	59299	73258	60833	67648	54273	66097	59216	57107	63701	59145	67282	70747	63286	61624	69945	69626	58157	61903	70720	69463	63144	67011	62474	70268	65124	70254	68054	61591	61416	64271	69538	65105	58745	66775	55804	56083	60123	69884	66412	60319	70736	72511	69292	76338	55224	63011	64801	59894	62124	64565	58625	60450	61332	67479	60177	68234	57360	65970	61797	61510	63474	65714	64821	67487	62098	61349	62365	75768	60865	66194	67906	61729	71997	65999	56094	60341	65067	60709	62576	68680	61748	61871	67137	58230	64362	68271	70153	67455	62828	58813	66640	59604	62359	67816	67226	71154	
52043	59359	52207	53919	50626	62229	55755	53730	47448	58036	50990	53029	54116	48120	55573	60879	53337	51425	56532	59593	48990	57852	59612	58134	57852	57274	57606	55237	53727	57063	50558	51501	56263	54532	56148	52139	50405	59739	48034	51844	48450	57767	53766	56197	58886	64282	65637	61423	49314	51702	56803	52994	53345	55455	51421	52662	53813	56539	58381	60345	50494	55881	56357	57325	53864	53366	57711	54351	51890	54255	52593	62543	61155	53819	54878	58038	61480	55075	50386	48880	54392	49789	54472	55660	55957	56859	58331	52072	52016	57726	53589	56296	53960	48789	55744	54481	49544	60939	58348	58371	
54667	57837	57484	56335	53065	62747	51953	58723	50017	59597	52862	54338	54916	49631	58056	63673	56587	58199	60503	59043	49528	52405	60789	60959	60528	58468	55364	54630	59809	59106	54048	56023	56111	59863	55100	57227	51130	60400	53514	51982	53581	60623	56154	53921	61075	66006	65185	68626	47753	53514	59202	55034	51204	52220	56389	52760	57453	53561	55122	56904	49772	60041	55274	55742	54223	57774	57169	62058	54958	54522	51521	61593	58637	51528	53351	56883	61220	56985	47762	53116	57768	52706	56595	55604	57219	59048	56404	51365	53838	60267	57511	59454	53118	49871	62506	51057	53719	61765	64943	55862	
54779	62438	61140	63279	57470	69781	61521	59511	55734	63211	59501	59735	64358	54635	63978	72978	63005	60875	62640	65896	51784	60570	66609	68774	63985	64928	62491	64857	65231	69097	60988	60980	63047	61368	63540	62430	57606	67721	58822	49376	56559	62280	65304	63941	69100	66775	69959	69989	56059	59311	61502	60408	58983	59882	59893	60927	61288	62339	57441	61043	55459	68634	58758	60387	62426	64763	66104	65776	62234	62417	56771	67993	63538	61272	67183	59978	68547	63057	54194	60271	64824	60476	63270	61074	62284	63873	64881	57192	63860	66461	64014	69255	59769	56753	67638	58054	58836	67838	64757	65064	
62807	62746	58844	61812	56033	66560	53127	59322	53338	63153	62198	58865	58567	57527	62869	70110	56550	59500	64985	66867	53653	65172	70832	66387	64009	63564	64316	62216	63946	62797	57437	62608	60306	64960	62022	61486	57208	66567	59706	52204	60430	65455	63679	64107	65615	69126	68992	69683	58826	65342	63335	62714	59842	60833	59280	65385	59558	63073	61923	66818	57204	63567	58180	62738	61902	61297	62849	66821	60392	60873	58549	69383	61266	59752	59948	66676	67918	65701	49142	60981	61280	59228	62365	61087	62548	70066	69479	56103	64233	61906	62492	66194	59648	54055	64108	61280	55269	66624	70820	64377	
51257	54154	53235	53981	51341	59217	52995	52918	45359	54443	47370	49134	54537	49455	49793	59314	54479	53456	54797	58228	48532	52166	59390	58785	51825	53208	51217	55126	56069	60775	53180	52912	48554	55600	51921	51016	48186	55008	47735	45955	49048	58296	56351	49859	57070	56915	56714	64516	47458	51707	55127	51401	51270	50255	51089	46879	51114	55988	52634	55060	47806	57519	52970	45865	50636	53344	50457	54420	49363	53432	53414	60789	55050	54112	57165	57731	59620	53399	45167	51471	55071	52261	51191	56482	53315	50172	56651	46816	54185	54182	55702	56278	51056	44879	51821	50679	51243	52533	56828	57111	
56896	67899	56157	64146	55984	66953	58868	62827	56933	61207	61796	57311	63033	56298	61832	71867	59855	57094	62832	65120	55035	61271	65367	65220	63330	63290	63797	58538	59488	71766	57818	59624	62825	62473	65940	63375	55405	64995	55343	55042	55762	67800	61613	59820	65020	73063	68817	73477	54992	61111	61764	58407	60351	63065	61551	59456	59489	58798	61775	64853	58173	64470	60518	59229	57541	61562	61707	66680	63503	58241	58131	68751	62433	62058	63970	60498	66204	64647	54864	56499	58986	63530	63652	61026	61009	66060	63907	56294	63183	63334	62803	65151	58987	56150	67479	54541	59503	67519	68625	65103	
51294	58783	53126	56965	54418	66409	53564	52688	50117	58322	54580	55848	53449	51134	61857	64819	54374	54146	63251	60050	51690	56327	62933	60793	56411	59992	56929	58780	58597	63112	51607	56505	56784	59597	60413	55546	51265	62412	54499	51072	56057	55572	58508	58493	61637	64442	65751	65793	48459	56593	52041	53767	53973	54731	51773	53370	53332	55873	56449	57414	53619	58346	52808	58014	53856	56638	54286	63409	56549	55034	52604	61681	57804	53292	54540	57125	62258	58187	48901	55923	58103	55146	57953	55578	56014	59878	58448	51645	57592	57723	57739	60130	53993	53211	63455	52373	53505	61677	62228	59677	
56507	54454	52043	55125	51790	60654	50144	59907	47372	56007	50584	52228	53152	48034	55239	62594	55825	53278	58776	58892	51334	53880	60258	57841	58877	55219	58748	59085	52997	58832	53249	52583	54473	55154	55493	52930	51044	60678	50901	47137	55127	54349	53860	47162	58858	61708	60449	65073	48977	52883	59507	51347	49571	54375	47905	49899	54088	56515	51877	56707	46368	56301	56167	51781	51485	56680	58329	58703	53013	48256	54760	60619	57142	52279	53673	58761	60804	56116	47759	48689	55479	49860	54423	55855	54805	56489	59135	50656	51318	57729	55467	57403	52648	49767	57348	50062	48053	58256	59103	55963	
58764	61746	60896	55888	57213	66004	54325	55583	54868	59839	58667	55067	56205	53562	60853	69006	58997	58483	61939	64505	52399	57297	63857	64452	59926	62058	61999	55603	59207	64195	56004	56736	60601	60040	59389	60028	54633	67147	57709	52258	59222	61308	56021	55428	63693	69411	63752	67305	51473	53757	59847	55073	57771	58408	60051	57012	58216	60636	59000	63182	53149	61882	58331	57204	52457	59079	55459	63902	56244	58212	56875	65182	60073	55378	57107	63533	63037	63447	51820	53900	60052	55915	59148	56104	56892	63492	63348	54207	59057	61801	58163	61172	56443	51852	58406	55586	50833	62360	63242	62128	
64524	63053	62755	64164	61701	68817	63392	64579	56787	62434	62601	55935	66823	57357	62205	74998	63352	65067	66508	67122	55924	61131	69796	70200	63392	63939	64107	66034	62942	70535	60230	64519	62301	60435	63925	62774	55629	66540	58291	54981	61458	65577	62288	59520	67039	73285	71744	73765	56019	60761	66207	61130	60819	60039	60301	59116	60194	64382	62254	62163	56831	67073	64680	61429	63813	69427	69299	69019	63802	56441	61543	71376	66436	61592	64418	66210	73687	63245	54040	63130	60051	61404	63602	65528	64701	67097	69362	57435	60055	65334	65854	65101	60097	56021	65891	57065	58114	65600	69566	65490	
62479	64327	61889	63919	59883	74765	61740	57796	54257	66425	55641	61991	59192	56091	63933	69566	56943	59382	66323	72460	53986	65102	67971	66324	64634	64707	64877	64807	65464	70071	58255	61955	62385	64421	61857	61667	54129	70147	59089	55305	57488	65932	68090	65131	65647	71715	72021	73739	56648	65809	64020	61432	64906	63590	58809	63235	61383	67246	64391	66365	56429	65635	63173	61609	62506	64565	60384	66517	61319	61477	59997	70332	63087	63372	64993	66238	70957	67252	54227	57120	67164	59733	65196	63849	63425	65835	68419	58301	62422	65285	63262	68587	62024	59262	63513	59596	58285	68996	67385	70840	
54023	58284	55230	60965	55239	64249	57385	59537	53280	60152	58442	54777	58953	55650	59917	67298	59371	57319	64914	61270	53307	55147	62572	60392	61149	60401	58672	60127	59058	64563	55618	58754	59290	57021	61157	56959	56605	57513	53904	51577	58591	59489	59769	56045	58857	65007	66127	71116	51572	56032	59971	58391	52854	56466	52770	55361	57659	62054	55592	57487	53780	60990	55354	55275	56016	61718	55304	59191	56554	56398	54913	64156	57121	53451	62109	58294	64835	64026	50979	54815	55295	55226	54777	61821	60456	60449	60208	51765	56798	63350	58571	60529	56822	52460	63858	55608	60064	60813	60696	59965	
58994	62919	60265	65347	58619	67371	57714	60997	52012	61597	58621	55656	57688	53424	62127	69856	60614	61007	61708	67212	58414	61937	68673	66181	62660	63629	65518	65691	60931	65844	60061	57156	59737	56434	64365	58341	57260	67190	54659	51260	57309	66223	63217	55829	66233	71327	70567	69247	54358	59945	60912	60180	54740	62692	58010	61425	60148	63534	60931	62349	55485	62743	60367	58024	62135	64724	62497	66907	60275	55352	60217	66039	66803	57934	60732	62132	69358	64357	52935	57690	59006	58072	58708	63106	58826	64688	65892	57643	58294	66643	64535	64262	58280	58492	66148	57466	55080	63562	67351	65770	
52721	60783	50821	53764	51836	65048	57933	54566	51292	61911	56791	58302	58732	52029	58473	67650	56802	58080	59620	57736	49880	56187	61625	62709	59190	63097	59382	54441	58074	63308	57975	59823	59044	59269	60722	51663	55205	67314	54632	55183	56307	56874	62711	56720	62152	64565	64583	68488	55140	57951	61309	57587	55963	57503	62759	56049	59721	58174	59475	58450	52815	60741	55694	56539	58859	58178	59217	62422	54838	52275	55095	66277	60837	51614	60061	57348	66037	63118	46805	53198	57059	54020	58193	56701	57636	64657	58905	56626	56929	60128	58400	60752	58188	52449	58200	55229	52243	63892	62849	58975	
55656	56050	59386	59937	51463	62326	51148	61179	52980	59259	57233	49205	57801	56124	54830	65340	57110	59346	63655	59150	53809	60557	64433	62421	58820	53162	63116	56201	50427	62324	60403	54561	58264	54782	59502	58748	54557	62671	54717	51749	56383	60181	57464	55874	60776	64495	62125	70472	52362	55833	55998	57267	55190	59143	57940	58998	55534	64814	56135	56705	55894	56273	55781	55226	55647	59310	55496	59024	54148	52905	55909	60154	60659	52714	61154	61112	63973	61248	56038	56702	55482	57147	52865	62865	58418	59483	58810	55713	55767	62532	59965	63068	58023	52406	62339	50543	52135	60971	65659	58273	
